,title,area,numberOfRooms,price,town,district
13252,FLATİX ONALTIDOKUZ DA DENİZ MANZARALI 3+1 161 M2 SATILIK DAİRE,161.0,3+1,12.750.000,Beştelsiz,Kazlıçeşme Mh.
13253,çiğdem emlaktan loca mahalde satılık2+1 daire peyzaj ve deniz,90.0,2+1,3.400.000,Çırpıcı,Sümer Mh.
13254,CADDE ÜZERİ YENİ BİNA ASANSÖRLÜ,80.0,1+1,1.550.000,Çırpıcı,Veliefendi Mah.
13255,İNİSTANBUL NEF'TE BALKONLU TURYAP'TAN LÜX 1+1 57m2 EŞYALI DAİRE,57.0,1+1,2.500.000,Maltepe,
13256,allBaraka Uğur Değirmenci'dn Gökalp'de Satılık 2+1 Yeni Bina80m2,80.0,2+1,1.900.000,Beştelsiz,Gökalp Mh.
13257,NEF 13 SATILIK BALKONLU 1+1 DAİRE,55.0,1+1,2.200.000,Maltepe,
13258,ÇİĞDEM EMLAK TELSİZ Ş.B NEF 13 2+1 82 M2 SATILIK FIRSAT DAİRE,82.0,2+1,3.500.000,Maltepe,
13259,satılık temiz tadilatli daire,85.0,2+1,1.250.000,Çırpıcı,Veliefendi Mah.
13260,Beyaz Park Topkapı da Satılık Daire,85.0,2+1,6.000.000,Maltepe,
13261,TERCÜMAN SİTESİNDE 3+1 SATILIK DAİRE,118.0,3+1,3.190.000,Merkezefendi,
13262,ELİBOL GYD / LOCAMAHAL'DE BÜYÜK TİP 3+1 SATILIK DAİRE,154.0,3+1,6.600.000,Çırpıcı,Sümer Mh.
13263,"MUHTARLIĞA, 58. BULVARA YAKIN DEPREM SONRASI 2+1 SATILIK DAİRE",120.0,2+1,1.600.000,Çırpıcı,Nuripaşa Mh.
13264,TURYAP'tan BEYAZ REZİDANS'ta 3+1 SATILIK DAİRE !!,165.0,3+1,8.000.000,Maltepe,
13265,HUZUR EMLAK SATILIK 3+2 DEPREM SONRASI MASRAFSIZ DUBLEKS,160.0,3+2,2.630.000,Çırpıcı,Sümer Mh.
13266,SİMAR'dan VELİEFENDİ MAH AYNI KAT SATILIK 2 DAİRE KÖŞE BAŞI,150.0,4+2,2.370.000,Çırpıcı,Veliefendi Mah.
13267,"''KAYA'DAN SATILIK'' TURAN GÜNEŞ'TE,%20 HİSSELİ,3+1,140m² DAİRE",140.0,3+1,1.500.000,Çırpıcı,Çırpıcı Mh.
13268,Bakırköy Yedi Mavi Residence Deniz Manzara 5+1 Satılık Yedimavi,347.0,5+1,43.900.000,Beştelsiz,Kazlıçeşme Mh.
13269,''ATAKÖY POZİTİF EMLAK'' YEDİMAVİ PROJESİNDE 3+1 FULL EŞYALI BOŞ,206.0,3+1,22.750.000,Beştelsiz,Kazlıçeşme Mh.
13270,SÜMER'DE ANA CADDE ÜZERİNDE MERKEZİ KONUMDA 2+2 DUBLEKS DAİRE,185.0,2+2,1.900.000,Çırpıcı,Sümer Mh.
13271,Satılık daire,80.0,2+1,1.145.000,Beştelsiz,Telsiz Mah.
13272,NEF13 DE SATILIK 1+1 BOŞ DAİRE,45.0,1+1,2.200.000,Maltepe,
13273,REAL ISTANBUL RESIDENCEDE ÖZEL TASARIMLI SATILIK 2+1 DAİRE,117.0,2+1,5.500.000,Merkezefendi,Seyitnizam Mah.
13274,NEF 13 CEVİZLİBAĞ FULL EŞYALI YÜKSEK KAT 1+1 SATILIK DAİRE,55.0,1+1,2.150.000,Maltepe,
13275,KİPTAŞ SAHİLPARK SİTESİ AYRI MUTFAKLI 1+1 74M² SATILIK DAİRE,74.0,1+1,2.650.000,Çırpıcı,Sümer Mh.
13276,SERKANLAR EMLAK YEŞİLTEPEDE 3+1 130 M² SATILIK SIFIR DAİRE,130.0,3+1,2.875.000,Çırpıcı,Yeşiltepe Mh.
13277,İKRAM'dan ASANSÖRLÜ OTOPARKLI 2+1 110 M2 FIRSAT DAİRE,130.0,2+1,2.000.000,Beştelsiz,Yenidoğan Mh.
13278,VELİEFENDİ ÇARŞAMBA PAZARIN BAŞINDA TOPRAK TAPULU 6 HİSSELİ,75.0,2+1,895.000,Çırpıcı,Veliefendi Mah.
13279,Loca Mahal'de Yüksek Kat 3+1Lüx Daire,130.0,3+1,6.200.000,Çırpıcı,Sümer Mh.
13280,YEŞİLTPE DE PAZAR PAZARINA VE KONYALİ CAMİYE YAKIN 90 m2,95.0,2+1,920.000,Çırpıcı,Yeşiltepe Mh.
13281,10 YILLIK SIFIR BİNADA CADDEYE PARALEL,125.0,3+1,1.550.000,Çırpıcı,Yeşiltepe Mh.
13282,Beyler yapıdan deniz manzaralı geniş daire,180.0,3+1,3.000.000,Beştelsiz,Yenidoğan Mh.
13283,SÜMER EMLAKTAN UYGUN FİYATA YENİ BİNA DUBLEX GÜZEL KONUMDA,120.0,3+1,2.250.000,Çırpıcı,Yeşiltepe Mh.
13284,SÜMER EMLAKTAN HARİKA KONUMDA DAİRE KREDİYE UYGUN,85.0,2+1,1.250.000,Çırpıcı,Nuripaşa Mh.
13285,ALKA EMLAKTAN SATILIK MASRAFSIZ LÜKS BAHÇE KATI,75.0,1+1,1.100.000,Merkezefendi,Seyitnizam Mah.
13286,Çiğdem Emlak'tan Hatboyuna Paralel Satılık 130m2 3+1 Geniş Daire,130.0,3+1,2.550.000,Çırpıcı,Sümer Mh.
13287,Çiğdem Emlak'tan Yedi Mavi Deniz Projesi'nde Satılık 3+1 Daire,168.0,3+1,18.000.000,Beştelsiz,Kazlıçeşme Mh.
13288,"LOCA MAHAL DE, SATILIK 3+1 DAİRE. PEYZAJ VE KISMİ DENİZ MANZARAL",178.0,3+1,8.750.000,Çırpıcı,Sümer Mh.
13289,ZEYTİNBURNU'NDA 6+2 DUBLEKS 340 M2 SAĞLAMLIK ÖDÜLÜ ALMIŞ,340.0,6+2,5.750.000,Çırpıcı,Sümer Mh.
13290,AVRUPA KALE SİTESİNDE MÜKEMMEL TADİLATLI MASRAFSIZ 3+1,180.0,3+1,17.000.000,Maltepe,
13291,konut istanbuldan satılık daire,85.0,2+1,1.200.000,Beştelsiz,Gökalp Mh.
13292,YEDİ MAVİ - HAVUZ VE DENİZ MANZARALI SATILIK 1+1 DAİRE,100.0,1+1,11.800.000,Beştelsiz,Kazlıçeşme Mh.
13293,SAHİBİNDEN 2+1 SATILIK TEMİZ DAİRE KREDİYE UYGUN...,80.0,2+1,2.300.000,Çırpıcı,Sümer Mh.
13294,ZEYTİNBURNU DİKİLİTAŞTA KREDİYE UYGUN 2+1 BAHÇELİ DAİRE,90.0,2+1,1.900.000,Beştelsiz,Telsiz Mah.
13295,Çiğdem Garden Office Büyükyalı 4+1 & 253m2 Muhteşem Manzaralı Ev,253.0,4+1,40.000.000,Beştelsiz,Kazlıçeşme Mh.
13296,KURTULUŞ EMLAK THE İSTANBUL VELİEFENDİ 2+1 SATILIK DAİRE,137.0,2+1,7.850.000,Çırpıcı,Sümer Mh.
13297,NEŞE EMLAKTAN MATBACILAR SİTESİNDE 3+1SATILIK VATANDAŞLAĞA UYGUN,125.0,3+1,3.050.000,Çırpıcı,Sümer Mh.
13298,ÇIRPICIDA GENİŞ ÖNÜ AÇIK TERASLI 4+2 İSKANLI DUBLEKS DAİRE,180.0,4+2,3.500.000,Çırpıcı,Çırpıcı Mh.
13299,ZEYTİNBURNU BEŞTELSİZDE 2 YILLIK BİNADA 2+1 75 m2 SATILIK DAİRE,75.0,2+1,2.100.000,Beştelsiz,Beştelsiz Mh.
13300,TOPRAK İNŞAAT & EMLAK'TAN ÇIRPICI'DA SIFIR 5 ADET SATILIK DAİRE,90.0,2+1,13.000.000,Çırpıcı,Çırpıcı Mh.
13301,Worldclass ZEYTİNBURNU KİPTAŞ TOPKAPI MERKEZ EVLERİ 2. ETAP,131.0,2+1,7.200.000,Merkezefendi,Seyitnizam Mah.
13302,DOST EMLAK TAN ÇIRPICI DE 3+1 110 M2 KAT 2,110.0,3+1,1.050.000,Çırpıcı,Çırpıcı Mh.
13303,KURTULUŞ EMLAK NURİPAŞA 2+1 TERASLI SATILIK DAİRE,110.0,2+1,760.000,Çırpıcı,Nuripaşa Mh.
13304,Zeytinburnu Sümer mh. DENİZ MANZARALI 2+1 90m2 2. kat,90.0,2+1,2.250.000,Çırpıcı,Sümer Mh.
13305,Tuna Emlak tan loca mahal de satılık 2+1 Peysaj daire,94.0,2+1,3.900.000,Çırpıcı,Sümer Mh.
13306,Tuna emlak tan loca mahal de satılık Peysaj 172 3+1 daire,172.0,3+1,8.350.000,Çırpıcı,Sümer Mh.
13307,INISTANBUL TOPKAPI SATILIK 1+1 EŞYALI KÖŞE DAİRE,52.0,1+1,2.350.000,Maltepe,
13308,NEF13 SATILIK 2+1 56m2 KULLANIMLI YÜKSEK KAT ÖNÜ AÇIK,87.0,2+1,4.250.000,Maltepe,
13309,Konut İstanbul Emlaktan satılık yeni binada daire,90.0,2+1,1.600.000,Çırpıcı,Sümer Mh.
13310,ZEYTİNBURNUNUN EN NEZİH BÖLGESİ GÖKALP'TE GENİŞ FERAH DAİRE,110.0,2+1,1.500.000,Beştelsiz,Gökalp Mh.
13311,MİLLET BAHÇESİ KONUTLARI KARŞISI 2+1 70m²,66.0,2+1,1.100.000,Beştelsiz,Beştelsiz Mh.
13312,"ÇARŞAMBA PAZARINA, TRAMVAYA YAKIN YENİ BİNADA 2+1 SATILIK DAİRE",90.0,2+1,1.950.000,Çırpıcı,Çırpıcı Mh.
13313,İNİSTANBUL TOPKAPI PROJESİNDE BOŞ BAHÇELİ HAVUZ CEPHELİ 1+1,65.0,1+1,2.790.000,Maltepe,
13314,KARDENİZ EMLAK LOCAMAHAL 3+1 Satılık DAİRE (peyzaj) Manzaralı,118.0,3+1,5.300.000,Çırpıcı,Sümer Mh.
13315,Nef13 Ara Kat Ferah Konum 2+1 & 82m2 Satılık Daire...,82.0,2+1,3.500.000,Maltepe,
13316,AKYAPI EMLAK'TAN TELSİZ MAH 70 M2 2+1 3.KAT SATILIK DAİRE,70.0,2+1,1.200.000,Beştelsiz,Telsiz Mah.
13317,temiz daire,90.0,2+1,1.500.000,Beştelsiz,Gökalp Mh.
13318,E5 e yakın satılık daire,90.0,2+1,3.000.000,Maltepe,
13319,SOYLU GAYRİMENKUL YENİDOĞAN DA KREDİYE UYGUN SATILIK DAİRE,85.0,2+1,1.275.000,Beştelsiz,Yenidoğan Mh.
13320,"KAYA'DAN SATILIK, TURAN GÜNEŞ CADDESİNDE 2+1 KREDİLİ DAİRE",110.0,2+1,1.900.000,Çırpıcı,Çırpıcı Mh.
13321,LOCA MAHAL'DE 3+1 PEYZAJ MANZARALI DENİZ MANZARALI SATILIK DAİR,180.0,3+1,8.250.000,Çırpıcı,Sümer Mh.
13322,ALKA EMLAKTAN SATILIK MÜKEMMEL KONUMDA DAİRE,105.0,3+1,2.600.000,Beştelsiz,Beştelsiz Mh.
13323,DENGEİUM'DAN TELSİZ DÖNÜŞÜM PROJESİNDE 2+1 84m² FIRSAT DAİRE,84.0,2+1,2.200.000,Beştelsiz,Telsiz Mah.
13324,Ekşioğlu inşaat emlakdan satılık daire,80.0,2+1,900.000,Çırpıcı,Veliefendi Mah.
13325,ACİL SATILIK !! TOPKAPI MERKEZEVLERİ 1+1 DAİRE,77.0,1+1,3.570.000,Merkezefendi,
13326,ALPTKİN EMLAK TAN ÇIRPICI DA 80 M2 KAT 2 TEMİZ VE MASRAFSIZ,85.0,2+1,1.350.000,Çırpıcı,Çırpıcı Mh.
13327,ACİLLL SATILIK... KİPTAŞ TOPKAPI MERKEZEVLERİ'NDE BAHÇE KATI 1+1,77.0,1+1,3.580.000,Merkezefendi,Seyitnizam Mah.
13328,SAMFA GROUP ONALTIDOKUZ'DA FULL DENİZ MANZARALI PENTHOUSE 6+2,482.0,6+2,52.000.000,Beştelsiz,Kazlıçeşme Mh.
13329,TERCÜMAN SİTESİNDE SATILIK 3+1 DAİRE,135.0,3+1,4.700.000,Merkezefendi,
13330,NEF 13 SATILIK 3+1 BALKONLU MANZARALI DAİRE,127.0,3+1,4.900.000,Maltepe,
13331,GÖKALP MAH. ÇİFT CEPHE SAHİBİNDEN 2+1 90 M2 MASRAFSIZ DAİRE,95.0,2+1,1.530.000,Beştelsiz,Gökalp Mh.
13332,Balcı Gayrimenkul den Satılık Tramvay Yolu Üzeri 2+1 Daire,85.0,2+1,1.325.000,Merkezefendi,
13333,LOCA MAHAL'DE ANA CADDE&PEYZAJ CEPHE BÜYÜK 3+1,178.0,3.5+1,6.850.000,Çırpıcı,Sümer Mh.
13334,MERKEZİ KONUMDA METRO TRANVAYA PARALEL SIFIR 2+1 DAİRE,95.0,2+1,2.175.000,Çırpıcı,Çırpıcı Mh.
13335,MİZAN 34 EMLAKTAN SATILIK AKEVLER REZİDANS TA 3+1 DAİRE,135.0,3+1,4.750.000,Merkezefendi,Seyitnizam Mah.
13336,ASYA'DAN ÇIRPICIDA 2+1 85M2 4.KAT HİSSELİ SATILIK DAİRE,95.0,2+1,925.000,Çırpıcı,Çırpıcı Mh.
13337,ZEYTİNBURNUNDA ÇOK KULLANIŞLI 2+1 KOMBİLİ 90 M2 DAİRE TOPRAK HİS,95.0,2+1,1.200.000,Çırpıcı,Çırpıcı Mh.
13338,ÇİĞDEM EMLAK DAN SAHIL PARK EVLERİNDE SATILIK 2+1 GİRİŞ DAİRE,86.0,2+1,2.500.000,Çırpıcı,Sümer Mh.
13339,KAYA EMLAKTAN SEYİNİZAMDA SATILIK 2+1 DAİRE,65.0,2+1,790.000,Merkezefendi,Seyitnizam Mah.
13340,Çiğdem Emlak'tan The İstanbul'da Satılık 4+1 6.kat Daire,212.0,4+1,13.500.000,Çırpıcı,Sümer Mh.
13341,NEFEL EMLAKTAN VELİEFENDİDE SATILIK ASANSÖRLÜ DUBLEKS,200.0,4+2,3.000.000,Çırpıcı,Veliefendi Mah.
13342,FIRSAT! Zeytinburnu Veliefendi Cadde Üzerinde 3+1 140m2 Hisseli,150.0,3+1,1.700.000,Çırpıcı,Veliefendi Mah.
13343,ALTIN EMLAK LOCA MAHAL'DE 118m2 2+1 ULTRA LÜKS SATILIK DAİRE,118.0,2+1,4.800.000,Çırpıcı,Sümer Mh.
13344,AVRUPA KONUTLARI KALE TOPKAPI SATILIK YÜKSEK KAT 1+1 DAİRE,80.0,1+1,4.200.000,Maltepe,
13345,ANACADDE ÜZERİNDE 4+1 ASANSÖRLÜ K.UYGUN DUBLEKS SATILIK DAIRE,130.0,4+1,2.240.000,Çırpıcı,Veliefendi Mah.
13346,ZEYTİNBURNU SIFIR DAİRE ÖNÜ AÇIK SAHİBİNDEN,71.0,2+1,2.250.000,Beştelsiz,Beştelsiz Mh.
13347,ASİL EMLAK'TAN SATILIK 3+1 130 M² 8 . YILLIK DAİRE,130.0,3+1,3.000.000,Beştelsiz,Telsiz Mah.
13348,TENİLAY'DAN ONALTI DOKUZ'DA DENİZ MANZARALI 4+1 SATILIK,246.0,4+1,18.750.000,Beştelsiz,Kazlıçeşme Mh.
13349,STAR PROJE'DEN SATILIK NEF İNİSTANBUL 1+1 DAİRE,50.0,1+1,2.200.000,Maltepe,
13350,Zeytinburnu Çırpıcı mh. 3+1 135m2 Arakat Krediye Uygun Yeni Bina,135.0,3+1,2.500.000,Çırpıcı,Çırpıcı Mh.
13351,ÇİĞDEM EMLAK TELSİZ ŞB. LİVZA PROJESİNDE 2+1 105 SATILIK DAİRE,105.0,2+1,5.000.000,Çırpıcı,Yeşiltepe Mh.
13352,KURTULUŞ EMLAK AVRUPA KONUTLARI KALE 2 / 4+1 SATILIK DAİRE,207.0,4+1,16.300.000,Maltepe,
13353,ZEYTİNBURNU TRAMVAY CADDESİNDE LUX SIFIR DAİRE-TOKİ GÜVENCESİYLE,155.0,2+1,9.300.000,Beştelsiz,Beştelsiz Mh.
13354,Erpay gayrimenkul den satılık daire,120.0,2+1,1.600.000,Beştelsiz,Gökalp Mh.
13355,ERPAY GAYRIMENKUL DEN SATILIK DAİRE EŞYALI,70.0,1+1,750.000,Beştelsiz,Beştelsiz Mh.
13356,TELSİZ KENTSEL DÖNÜŞÜM PROJESİNİN DİBİNDE 3+1 SATILIK DAİRE,100.0,3+1,2.300.000,Beştelsiz,Telsiz Mah.
13357,ENVA'DAN ÇIRPICI'DA TEK DAİRE ÜZERİ YENİ BİNA 2+1 SATILIK DAİRE,100.0,2+1,2.200.000,Çırpıcı,Çırpıcı Mh.
13358,CB EFES GAYRİMENKUL'DEN LOCAMAHAL'DE SATILIK DENİZ MANZARALI 4+1,207.0,4+1,12.000.000,Çırpıcı,Sümer Mh.
13359,GNY&GÜNEY'DEN NURİPAŞA OKULU'NA YAKIN 3+1 115 m² 4.KAT KÖŞEBAŞI,115.0,3+1,1.700.000,Çırpıcı,Nuripaşa Mh.
13360,LOCAMAHAL KONUTLARI 2+1 94 M²SATILIK FIRSAT DAİRE PEYZAJA BAKIYO,94.0,2+1,3.420.000,Çırpıcı,Sümer Mh.
13361,3s kale topaz,106.0,2+1,7.400.000,Maltepe,
13362,NEF İNİSTANBUL SATILIK 2+1 BAHÇE KULLANIMLI DAİRE,110.0,2+1,3.800.000,Maltepe,
13363,Zeytinburnu Yeşiltepe mah 2+1 80 m2 Satılık Daire,80.0,2+1,1.050.000,Çırpıcı,Yeşiltepe Mh.
13364,Yeni binada lux 3+1 dublex,200.0,3+1,2.900.000,Çırpıcı,Yeşiltepe Mh.
13365,Ecodan Zeytinburnu'nun Merkezinde Sitede Satılık 3+1 Daire,130.0,3+1,7.350.000,Beştelsiz,Beştelsiz Mh.
13366,Anka Emlak'tan Yedi Mavi Satılık Daire 3+1 Deniz Manzaralı 213m2,213.0,3+1,21.875.000,Beştelsiz,Kazlıçeşme Mh.
13367,58 Bulvar Yakını Yeni Binada Çift Cephe 3+1-120 m2 Satılık 2.Kat,120.0,3+1,3.600.000,Beştelsiz,Yenidoğan Mh.
13368,İNİSTANBUL TOPKAPI PROJESİNDE L BALKONLU SATILIK 1+1 DAİRE,59.0,1+1,2.300.000,Maltepe,
13369,"NOSTALJİ'DEN ZEYTİNBURNU SÜMER MAHALLESİ'NDE, FERAH, ARA KAT",95.0,2+1,1.420.000,Çırpıcı,Sümer Mh.
13370,ZEYTİNBURNUNDA FULL TADİLATLI 3+1 LÜKS ARAKATTA İNDİRİM BİTTİ,120.0,3+1,1.910.000,Çırpıcı,Veliefendi Mah.
13371,ALİM YAPIDAN MUHTEŞEN KONUMDA 5+2 DÜBLEX DAİRE MARMARAYA 5 DAKKA,270.0,5+2,5.000.000,Beştelsiz,Telsiz Mah.
13372,NEF 13 MERTER SATILIK EŞYALI 1+1 DAİRE,40.0,1+1,2.050.000,Maltepe,
13373,OKULLAR BÖLGESİNDE SAHİBİNDEN DAİRE,112.0,2+1,1.600.000,Çırpıcı,Sümer Mh.
13374,FKM YAPI'DAN GÖKALP'TE KELEPİR FİYAT KÖŞE BİNADA GENİŞ 2+1 DAİRE,110.0,2+1,1.275.000,Beştelsiz,Gökalp Mh.
13375,GNY&GÜNEY'DEN SÜMER'DE 2+1 KÖŞEBAŞI 15 YILLIK YARIBODRUM SATILIK,75.0,2+1,1.090.000,Çırpıcı,Sümer Mh.
13376,İN İSTANBUL 1+1 50 M2 DAİRE SATILIK 2.150.000 TL,55.0,1+1,2.150.000,Maltepe,
13377,ASİL EMLAK TAN SATILIK 3+2 160 M² DUBLEX DAİRE 8 YILLIK,160.0,3+2,3.750.000,Çırpıcı,Nuripaşa Mh.
13378,Nef İnistanbul Topkapi'da Havuz Manzarali Balkonlu 3+1 Satilik,198.0,3+1,9.400.000,Maltepe,
13379,Zeytinburnu N.paşa mah 3+1 135 m2 Satılık Daire Köşe Yapılı,135.0,3+1,2.240.000,Çırpıcı,Nuripaşa Mh.
13380,ALİM YAPIDAN HATBOYUNA PARALEL YATIRIMLIK FIRSAT 1+1 DAİRE 70 M2,70.0,1+1,1.085.000,Beştelsiz,Yenidoğan Mh.
13381,SAHİBİNDEN KOMİSYONSUZ ŞEHRİN MERKEZİNDE 2+1 DAİRE,86.0,2+1,4.250.000,Maltepe,
13382,ÇIRPICI MAHALLESİNDE 2+1 80m² SATILIK DAİRE,85.0,2+1,1.450.000,Çırpıcı,Çırpıcı Mh.
13383,NEF 13 PEYZAJ MANZARALI BOŞ SATILIK,44.0,1+1,2.150.000,Maltepe,
13384,YENİDOĞANDA 2+1 80 m² SATILIK DAİRE,85.0,2+1,1.600.000,Beştelsiz,Yenidoğan Mh.
13385,"METRO,TRAMVAY VE METROBÜSE 5 DAKİKA. SATILIK 2+1 DAİRE",95.0,2+1,2.150.000,Çırpıcı,Veliefendi Mah.
13386,Zeytinburnu Merkezefendi Mahallesi Satılık 2+1 Daire,85.0,2+1,1.200.000,Merkezefendi,
13387,ÇIRPICI MAHALLESİNDE 2+1 100m² SATILIK DAİRE,105.0,2+1,1.800.000,Çırpıcı,Çırpıcı Mh.
13388,ÇİĞDEM EMLAKTAN LOCA MAHALDA SATILIK 2+1 DAİRE ŞAHESER,118.0,2+1,4.500.000,Çırpıcı,Sümer Mh.
13389,Satılk dayre,95.0,2+1,950.000,Çırpıcı,Çırpıcı Mh.
13390,Satılık dublex daire,210.0,4+2,3.500.000,Beştelsiz,Gökalp Mh.
13391,NEF 13 MERTER'DE SATILIK 2+1 DAİRE,86.0,2+1,3.850.000,Maltepe,
13392,KURTULUŞ EMLAK THE İSTANBUL VELİEFENDİ 2+1 EŞYALI LÜKS DAİRE,137.0,2+1,8.000.000,Çırpıcı,Sümer Mh.
13393,ÇİĞDEM EMLAK TELSİZ ŞB. LİVZA PROJESİNDE 2+1 SATILIK DAİRE,85.0,2+1,3.500.000,Çırpıcı,Yeşiltepe Mh.
13394,KURTULUŞ EMLAK BÜYÜKYALI 4+1 LÜKS GENİŞ TERASLI,221.0,4+1,28.000.000,Beştelsiz,Kazlıçeşme Mh.
13395,KURTULUŞ EMLAK MERKEZ PARK YEL EVLERİ 3+1 DENİZ MANZARALI,167.0,3+1,6.900.000,Merkezefendi,Seyitnizam Mah.
13396,ZEYTİNBURNU TRAMVAY CADDESİNDE LUX SIFIR DAİRE-TOKİ GÜVENCESİYLE,177.0,2+1,10.620.000,Beştelsiz,Beştelsiz Mh.
13397,3s kale topaz,104.0,2+1,7.650.000,Maltepe,
13398,3S KALE TOPAZ YETKİLİ EMLAK OFİSİNDEN SATLIK 2+1 DAİRE,103.0,2+1,7.600.000,Maltepe,
13399,Sahibinde komisyonsuz firsat muthis daire,85.0,2+1,2.550.000,Merkezefendi,Seyitnizam Mah.
13400,Sed DANIŞMANLIK'tan satılık 2+1 1. Kat daire,100.0,2+1,1.650.000,Beştelsiz,Gökalp Mh.
13401,SAHİBİNDEN SATILIK | 2+1 | KAT BAHÇELİ | METROBÜSE YÜRÜME MESAFE,100.0,2+1,3.700.000,Maltepe,
13402,ÇİĞDEM MERKEZ ŞUBEDEN HATBOYUNA YAKIN DEPREM SONRASI BİNA,70.0,1+1,1.275.000,Çırpıcı,Nuripaşa Mh.
13403,LOCAMAHALDE DENİZ MANZARALI EBEVEYN BANYOLU 2+1 SATILIK DAİRE,98.0,2+1,3.950.000,Çırpıcı,Sümer Mh.
13404,SAHİBİNDEN SATİLİK OZEL YAPİLMİS DUBLEKS,220.0,3+1,3.350.000,Merkezefendi,Seyitnizam Mah.
13405,TURYAP'tan Beyaz Rezidansta Büyük ve Uygun Fiyatlı 3+1 Satılık,165.0,3+1,7.450.000,Maltepe,
13406,Sahibinden acil satılık,165.0,3+1,3.600.000,Beştelsiz,Telsiz Mah.
13407,HATBOYUNA YAKIN DEPREM SONRASI ASANSÖRLÜ 2+1 SATILIK DAİRE,85.0,2+1,2.350.000,Beştelsiz,Gökalp Mh.
13408,Sante plasa yakin temiz satilik daire,170.0,2+1,1.950.000,Çırpıcı,Çırpıcı Mh.
13409,LOCAMAHAL KONUTLARI 2+1 118 M² SATILIK BOŞ DAİRE ŞAHESER,118.0,2+1,4.600.000,Çırpıcı,Sümer Mh.
13410,NEF İNİSTANBUL STAR PROJE GAYRİMENKUL'DEN 1+1 53m2 SATILIK,53.0,1+1,2.400.000,Maltepe,
13411,ASİL EMLAK'TAN NURİPAŞADA SATILIK 2+1 KÖŞE BAŞI DAİRE,75.0,2+1,1.350.000,Çırpıcı,Nuripaşa Mh.
13412,NEF 13 MERTER TOPKAPI SATILIK BALKONLU 2+1 DAİRE,86.0,2+1,4.100.000,Maltepe,
13413,ALİM YAPIDAN 3+2 DUBLEX 175 M2 MARMARAYA YAKIN SATILIK DAİRE,175.0,3+2,3.600.000,Çırpıcı,Yeşiltepe Mh.
13414,ASYA'DAN VELİEFENDİDE 2+1 90M2 2.KAT HİSSELİ SATILIK DAİRE,95.0,2+1,830.000,Çırpıcı,Veliefendi Mah.
13415,SİMAR'dan VELİEFENDİ MAH YENİ BİNADA 95 METRE,95.0,2+1,2.000.000,Çırpıcı,Veliefendi Mah.
13416,SİMAR'dan SATILIK DEPREM SONRASI YENİ BİNA ÇIRPIÇI MAH,80.0,2+1,1.615.000,Çırpıcı,Çırpıcı Mh.
13417,zeytinburnu,110.0,2+1,2.300.000,Çırpıcı,Çırpıcı Mh.
13418,ZEYTİNBURNU İNİSTANBULDA TERASLI 4+1 SATILIK DAİRE,165.0,4+1,6.540.000,Maltepe,
13419,İNİSTANBUL SİTENİN EN BÜYÜK KAPALI MUTFAK HAVUZ MANZARA BLKONLU,200.0,3+1,7.500.000,Maltepe,
13420,NEF 13 1+1 SATILIK REZİDANS METRO METROBÜS VE TRAMVAY YANI,44.0,1+1,2.175.000,Maltepe,
13421,TUNA EMLAK ZEYTİNBURNU SAHİLPARK TA SATILIK 1+1 DAİRE,65.0,1+1,2.100.000,Çırpıcı,Sümer Mh.
13422,Zeytinburnu Merkezefendi Mahallesi Satılık 2+1 Daire,75.0,2+1,1.250.000,Merkezefendi,
13423,ACİLL THE İSTANBUL VELİEFENDİ SİTESİNDE SATILIK BOŞ 2+1 DAİRE,137.0,2.5+1,7.350.000,Çırpıcı,Sümer Mh.
13424,EPÖZDEMİRDEN LOCA MAHALDE YÜKSEK KAT 2+1 PEYZAJ FIRSAT DAİRE,92.0,2+1,3.350.000,Çırpıcı,Sümer Mh.
13425,LOCA MAHAL DE DENIZ MANZARALI SATILIK 2+1 DAİRE,94.0,2+1,3.600.000,Çırpıcı,Sümer Mh.
13426,HÜSREVOĞLU EMLAKTAN 3+1 SATILIK,120.0,3+1,2.750.000,Çırpıcı,Sümer Mh.
13427,YEŞİLTEPE MERKEZDE 65 M2 1+1 SATILIK DAİRE 1.050.000 TL,65.0,1+1,1.050.000,Çırpıcı,Yeşiltepe Mh.
13428,LOCALE GAYRİMENKULDEN BÜYÜKYALI'DA DENİZ MANZARALI SATILIK 4+1,225.0,4+1,27.499.000,Beştelsiz,Kazlıçeşme Mh.
13429,HELİN GAYRİMENKUL'DEN SATILIK 2+1 DAİRE.....,95.0,2+1,2.500.000,Beştelsiz,Telsiz Mah.
13430,SOYLU GAYRİMENKUL YEŞILTEPE MAH SATILIK BODRUM DAİRE,85.0,2+1,790.000,Çırpıcı,Yeşiltepe Mh.
13431,İNİSTANBUL TOPKAPI PROJESİNDE ÇİFT CEPHELİ SATILIK 1+1 DAİRE,49.0,1+1,2.300.000,Maltepe,
13432,ZEYTİNBURNU OĞUZLAR SİTESİ 3+1 SATILIK DAİRE. (ACİLLLLLL),120.0,3+1,3.300.000,Merkezefendi,
13433,ALKA EMLAKTAN SATILIK DEPREM SONRASI ULAŞIMA YAKIN,70.0,2+1,1.200.000,Çırpıcı,Çırpıcı Mh.
13434,SÜPER KONUMDA ÇOK ACİL SATILIK MASRAFSIZ 3+1 DAİRE,135.0,3+1,1.845.000,Çırpıcı,Veliefendi Mah.
